explainer,RIS,PGF,delta_RIS,delta_PGF
shap,51583.07707375627,0.12188686430454254,0.0,0.0
smooth_shap,51583.07707375627,0.21948593854904175,0.0,0.0975990742444992
lime,10.738403911141033,0.2761348485946655,0.0,0.0
smooth_lime,10.738403911141033,0.2766927182674408,0.0,0.0005578696727752686
