explainer,RIS,PGF,delta_RIS,delta_PGF
shap,44.94478225708008,0.06521452218294144,0.0,0.0
smooth_shap,44.94478225708008,0.07100441306829453,0.0,0.005789890885353088
lime,31296.78482823864,0.08903111517429352,0.0,0.0
smooth_lime,31296.78482823864,0.0900893285870552,0.0,0.0010582134127616882
