Explainer,PGF,PGU,RIS,RRS,ROS
grad,,,1020674375680.0,702523244544.0,647518093312.0
sg,,,109.8349380493164,55.42891311645508,56.613555908203125
itg,,,1367272062976.0,941023625216.0,867377217536.0
ig,,,19.480353008244776,9.989137379054862,13.958583032171564
random,,,25.7540225982666,7.507028579711914,25.833600997924805
